SKU,MEDIDA,MARCA,MODELO,UNIDAD,X2,X4,WEB,Columna1,PROMO,INSTALACION,Columna 1
,215/70R15C,WANLI,,70.000,,260.000,69.900,,,Sí,
,215/70R15C,ROADMARCH,PRIMEVAN 9,75.000,,280.000,74.900,,,Sí,
2157016LMAX9G,215/70R16C,GREENLANDER,LMAX 9,80.000,,300.000,74.900,,,Sí,
,215/70R16C,HANKOOK,RA08,120.000,,450.000,119.900,,,Sí,
2157016ROADT01,215/70R16,ROADX,HT01,78.000,150.000,290.000,79.900,,,Sí,84.900
,215/70R16,WANLI,H220,75.000,,280.000,74.900,,,Sí,
2157016RYDAR09,215/70R16,RYDANZ,RAPTOR R09 AT,,,299.600,74.900,4,LIQUIDACIÓN,Sí,
2157514KETEST,215/75R14C,KETER,LH STR,65.000,,240.000,59.900,,,Sí,
2157514ROADMP9,215/75R14C,ROADMARCH,PRIMEVAN 9,75.000,,280.000,71.900,,,Sí,
2157514MIL818AT,215/75R14,MILEKING,MK 818 AT,75.000,,280.000,74.900,,,Sí,
2157515MR,215/75R15,MIRAGE,MR AT172,,,279.600,69.900,4,LIQUIDACIÓN,Sí,
,215/75R15,XBRI,HT,65.000,,239.600,59.900,4,LIQUIDACIÓN,Sí,
,215/75R15,WINDFORCE,AT2,90.000,,350.000,89.900,,,Sí,
2157516APTA06Y,215/75R16C,APTANY,RL106,83.000,,320.000,79.900,,,Sí,
2157516CONTI100,215/75R16C,CONTINENTAL,VANCO 100,,239.800,,119.900,2,LIQUIDACIÓN,Sí,
225401BRRFT,225/40ZRF18,BRIDGESTONE,TURANZA T005 RFT,,,759.600,189.900,4,LIQUIDACIÓN,Sí,
2254018PRPZERORFT,225/40R18,PIRELLI,PZERO RUNFLAT,,,759.600,189.900,4,LIQUIDACIÓN,Sí,
,225/40R18,NEXEN,NPRIZ AH8,120.000,,450.000,129.900,,,Sí,
2254018ROADMUHP08,225/40R18,ROADMARCH,UHP 08 C/CUBRE PESTAÑA,,160.000,300.000,79.900,,,Sí,
,225/40R18,WANLI,SPORT RACING,80.000,,300.000,74.900,,,Sí,
,225/40R18,GOODRIDE,SA 57,90.000,,339.600,84.900,4,LIQUIDACIÓN,Sí,
2254018ROADRFT,225/40ZRF18,ROADX,U11 RUNFLAT,110.000,,400.000,134.900,,,Sí,142.900
2254018ROADU11,225/40ZR18,ROADX,U11,68.000,,250.000,68.900,,,Sí,72.900
2254019HANKV12,225/40ZR19,HANKOOK,VENTUS V12 EVO 2,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2254019ROADRXMO,225/40R19,ROADX,U11,100.000,,380.000,108.900,,,Sí,114.900
2254019ROADRXRFT,225/40R19,ROADX,U11 RUNFLAT,130.000,,500.000,149.900,,,Sí,157.900
2254517APT301,225/45ZR17,APTANY,RA301,60.000,,230.000,59.900,,,Sí,
2254517ROADU11,225/45ZR17,ROADX,U11,70.000,,260.000,72.900,,,Sí,76.900
,225/45R17,NEXEN,NPRIZ AH8,110.000,,400.000,109.900,,,Sí,
,225/45R17,ROADMARCH,LZEAL 56 RUNFLAT,100.000,,380.000,109.900,,,Sí,
2254518BRIDDUERFT,225/45R18,BRIDGESTONE,DUELER SPORT RUNFLAT,,,799.600,199.900,4,LIQUIDACIÓN,Sí,
2254518PRP7,225/45R18,PIRELLI,CINTURATO P7 RUNFLAT,,,859.600,214.900,4,LIQUIDACIÓN,Sí,
,225/45R18,NEXEN,CP 662,,,479.600,119.900,4,LIQUIDACIÓN,Sí,
2254518ROADRFT,225/45ZRF18,ROADX,U11 RUNFLAT,110.000,,420.000,126.900,,,Sí,133.900
2254518ROADU11,225/45ZR18,ROADX,U11,80.000,,300.000,84.900,,,Sí,89.900
,225/45R18,ROADMARCH,UHP 08,70.000,,260.000,69.900,,,Sí,
,225/45R19,AUTOGREEN,AT,140.000,260.000,500.000,129.900,,,Sí,
2254519ROADU01,225/45R19,ROADX,SU01,90.000,,360.000,106.900,,,Sí,112.900
,225/45R19,ROADMARCH,UHP 08,,,339.600,84.900,4,LIQUIDACIÓN,Sí,
2255015RRAINTAS,225/50R15,SUMAXX,AT,85.000,,320.000,84.900,,,Sí,88.900
,225/50R16,SONIX,UHP 08,70.000,,260.000,69.900,,,Sí,
2255017PRGY,225/50R17,PIRELLI,POWERGY,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2255017ROADMUHP08,225/50R17,ROADMARCH,UHP 08,70.000,,260.000,69.900,,,Sí,
2255017ROADU11,225/50RZR17,ROADX,U11,80.000,,300.000,78.900,,,Sí,83.900
2255017ROADU11RFT,225/50R17,ROADX,U11 RUNFLAT,120.000,,450.000,134.900,,,Sí,142.900
2255018APTA02Y,225/50R18,APTANY,RUNFLAT,,,479.600,119.900,4,LIQUIDACIÓN,Sí,
2255018BRID,225/50R18,BRIDGESTONE,ALENZA 001,,,799.600,199.900,4,LIQUIDACIÓN,Sí,
,225/50R18,ROADX,SU01,90.000,,340.000,94.900,,,Sí,99.900
2255517PIRP7RFT,225/55R17,PIRELLI,CINTURATO P7 RUNFLAT,,,559.600,139.900,4,LIQUIDACIÓN,Sí,
2255517ROADMP66,225/55R17,ROADMARCH,PRIMESTAR 66,75.000,,280.000,69.900,,,Sí,
,225/55R17,ROADMARCH,LZEAL 56 RUNFLAT,120.000,,450.000,119.900,,,Sí,
2255517ROADU11,225/55R17,ROADX,U11,85.000,165.000,320.000,84.900,,,Sí,89.900
2255518COMF100,225/55R18,COMFORSER,CF1100,,,399.600,99.900,4,LIQUIDACIÓN,Sí,139.900
,225/55R18,SONIX,UHP 08,85.000,,320.000,84.900,,,Sí,
2255518ROADU01,225/55R18,ROADX,SU01,90.000,,340.000,99.900,,,Sí,105.900
,225/55R19,ROADMARCH,LZEAL 56,95.000,,360.000,94.900,,,Sí,
2255519ROADU01,225/55R19,ROADX,SU01,115.000,,450.000,123.900,,,Sí,130.900
,225/60R17,SONIX,HT 79,75.000,,280.000,74.900,,,Sí,
2256017GRENMAGA,225/60R17,GREENLANDER,MAGA AT2,90.000,,340.000,84.900,,,Sí,
2256017KMHP71,225/60R17,KUMHO,HP71,,,479.600,119.900,4,LIQUIDACIÓN,Sí,
,225/60R17,NEXEN,NPRIZ AH8,130.000,,500.000,129.900,,,Sí,
2256017ROADT02,225/60R17,ROADX,SU02,85.000,165.000,320.000,82.900,,,Sí,87.900
2256018BRID,225/60R18,BRIDGESTONE,ALENZA,,,639.600,159.900,4,LIQUIDACIÓN,Sí,
2256018ROADRXQU,225/60R18,ROADX,HT02,90.000,,340.000,94.900,,,Sí,99.900
,225/65R16,BEARWAY,BW380,75.000,,280.000,79.900,,,Sí,
2256516APTARL10,225/65R16C,APTANY,RL106,,,279.600,69.900,4,LIQUIDACIÓN,Sí,
2256517APT,225/65R17,APTANY,RU101,75.000,,280.000,74.900,,,Sí,
2256517GOODY,225/65R17,GOODYEAR,,,,479.600,119.900,4,LIQUIDACIÓN,Sí,
2256517PRSC,225/65R17,PIRELLI,SCORPION AS+3,,,539.600,134.900,4,LIQUIDACIÓN,Sí,
,225/65R17,NEXEN,NPRIZ AH5,,,499.600,124.900,4,LIQUIDACIÓN,Sí,
2256517ROADT01,225/65R17,ROADX,HT01,85.000,,320.000,84.900,,,Sí,89.900
2256517ROADT21,225/65R17,ROADX,AT21,85.000,,320.000,94.900,,,Sí,99.900
2256517SUMAAT,225/65R17,SUMAXX,AT,95.000,185.000,350.000,99.900,,,Sí,108.900
2257015BRIG188,225/70R15C,BRGHTWAY,LRP 188,85.000,,320.000,74.900,,,Sí,
,225/70R15C,ROADMARCH,PRIMEVAN 9,90.000,,350.000,89.900,,,Sí,
,225/70R16,ROADMARCH,AT,85.000,,330.000,89.900,,,Sí,
2257016KUSTFREE,225/70R16,KUSTONE,F11,75.000,,290.000,74.900,,,Sí,
,225/70R16,ROADMARCH,HT 79,80.000,,300.000,79.900,,,Sí,
2257017DAT20,225/70R17C,DUNLOP,AT20,,,399.600,99.900,4,LIQUIDACIÓN,Sí,
2257017KMAT52,225/70R17C,KUMHO,AT52,,,499.600,124.900,4,LIQUIDACIÓN,Sí,
,225/75R15,XBRI,HT2,,,299.600,74.900,4,LIQUIDACIÓN,Sí,
,225/75R15,ZEXTOUR,AT,,,359.600,89.900,4,LIQUIDACIÓN,Sí,
2257516MR300M,225/75R16,MIRAGE,MR300,90.000,,350.000,89.900,,,Sí,
,225/75R16,ONYX,AT,,,379.600,94.900,4,LIQUIDACIÓN,Sí,
2257516UESTAT21R,225/75R16,ROADX,AT21,105.000,,400.000,112.900,,,Sí,119.900
,235/35R19,ROADMARCH,UHP 08,90.000,,340.000,89.900,,,Sí,
2353519ROADU11,235/35R19,ROADX,U11,95.000,185.000,350.000,102.900,,,Sí,108.900
2353519MAXT,235/35R19,DUNLOP,MAXX TT,,,799.600,199.900,4,LIQUIDACIÓN,Sí,
,235/35R20,SONIX,LZEAL 56,90.000,,350.000,89.900,,,Sí,
2354017WLSPRAC,235/40R17,WANLI,SPORT RACING,,,259.600,64.900,4,LIQUIDACIÓN,Sí,
2354018ROADU11,235/40ZR18,ROADX,U11,75.000,140.000,270.000,75.900,,,Sí,80.900
,235/40R18,NEXEN,NPRIZ AH8,135.000,,499.600,124.900,4,LIQUIDACIÓN,Sí,
2354517ROADRXMO,235/45R17,ROADX,U11,80.000,150.000,300.000,89.900,,,Sí,94.900
,235/45R17,ROADMARCH,UHP 08,70.000,,260.000,69.900,,,Sí,
2354517WLSPRAC,235/45R17,WANLI,SPORT RACING,,,259.600,64.900,4,LIQUIDACIÓN,Sí,
2354518ROADU11,235/45R18,ROADX,U11,95.000,,350.000,103.900,,,Sí,109.900
,235/45R18,SONIX,UHP 08,80.000,,300.000,79.900,,,,
2355018ROADU01,235/50R18,ROADX,SU01,100.000,195.000,380.000,99.900,,,Sí,105.900
2355018ROADMUHP08,235/50R18,ROADMARCH,UHP 08,90.000,,350.000,79.900,,,Sí,
,235/50R19,ROADMARCH,UHP 08,110.000,,400.000,104.900,,,Sí,
2355019ROADU02,235/50R19,ROADX,SU02,120.000,,450.000,123.900,,,Sí,130.900
2355517ROADU01,235/55R17,ROADX,SU01,80.000,,300.000,85.900,,,Sí,90.900
2355518ROADT02,235/55R18,ROADX,HT02,100.000,,380.000,104.900,,,Sí,110.900
,235/55R18,SONIX,UHP 08,85.000,,320.000,84.900,,,,
2355519HANKHP2,235/55R19,HANKOOK,HP2,,,699.600,174.900,4,LIQUIDACIÓN,Sí,
2355519ROAD,235/55R19,ROADX,HT02,110.000,,420.000,113.900,,,Sí,120.900
2355519ROADMUHP08,235/55R19,ROADMARCH,UHP 08,,,339.600,84.900,4,LIQUIDACIÓN,Sí,
2355520GOODY,235/55R20,GOODYEAR,ASSURANCE MAX LIFE,,,699.600,174.900,4,LIQUIDACIÓN,Sí,
2355520NXNFRU5,235/55R20,NEXEN,NFERA RU5,,,679.600,169.900,4,LIQUIDACIÓN,Sí,
2355520ROAD,235/55R20,ROADX,HT02,150.000,,550.000,154.900,,,Sí,164.900
2356016COMF000,235/60R16,COMFORSER,CF1000,120.000,,451.600,112.900,4,LIQUIDACIÓN,Sí,138.900
2356016ROADH12,235/60R16,ROADX,H12,75.000,,300.000,75.900,,,Sí,80.900
,235/60R16,SONIX,PRIMESTAR 66,65.000,,240.000,64.900,,,,
2356017APTA25Y,235/60R17,APTANY,RU25,80.000,,,79.900,,,Sí,
,235/60R17,ROADX,HT 02,100.000,,380.000,99.900,,,Sí,106.900
2356018ROADT01,235/60R18,ROADX,HT01,90.000,,340.000,99.900,,,Sí,105.900
2356018ROADMHT77,235/60R18,ROADMARCH,PRIMEMARCH HT 77,90.000,,340.000,84.900,,,Sí,
2356516COMF350,235/65R16C,COMFORSER,CF350,85.000,,320.000,79.900,,,Sí,110.900
2356517NXGTX,235/65R17,NEXEN,ROADIAN GTX,,,559.600,139.900,4,LIQUIDACIÓN,Sí,
2356517PRSCAS,235/65R17,PIRELLI,SCORPION AS+3,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2356517ROADT01,235/65R17,ROADX,HT01,90.000,,350.000,94.900,,,Sí,99.900
,235/65R17,SONIX,HT 79,80.000,,,79900,,,Sí,
2356517ROADT21,235/65R17,ROADX,AT21,90.000,,350.000,108.900,,,Sí,114.900
2356518ROADT01,235/65R18,ROADX,HT01,100.000,,380.000,103.900,,,Sí,109.900
2357016KAT2,235/70R16,HANKOOK,AT2,,,399.600,99.900,4,LIQUIDACIÓN,Sí,
2357016ROADRXQU,235/70R16,ROADX,AT21,90.000,,350.000,102.900,,,Sí,108.900
2357016ROADT01,235/70R16,ROADX,HT01,95.000,,360.000,94.900,,,Sí,99.900
,235/70R16,ROADMARCH,HT 79,80.000,,,79.900,,,Sí,
2357016SUMAAT,235/70R16,SUMAXX,AT,,,391.600,97.900,4,LIQUIDACIÓN,Sí,116.900
2357515SUMAAIN,235/75R15,SUMAXX,AT,,,339.600,84.900,4,LIQUIDACIÓN,Sí,98.900
,235/75R15,WINDFORCE,AT2,115.000,,450.000,114.900,,,Sí,
,235/75R15,XBRI,HT,,,299.600,74.900,4,LIQUIDACIÓN,Sí,
,235/75R15,XBRI,MT2,,,420.000,119.900,,,Sí,
2453518ROADU11,245/35R18,ROADX,U11,100.000,195.000,380.000,106.900,,,Sí,112.900
,245/35R18,NEXEN,NFERA SU1,,299.800,,149.900,2,LIQUIDACIÓN,Sí,
2453518ROADU11RF,245/35ZRF18,ROADX,U11 RUNFLAT,140.000,,,149.900,,,Sí,159.900
2453519ROADU11,245/35R19,ROADX,U11,100.000,,380.000,105.900,,,Sí,112.900
2454017ROADU11,245/40R17,ROADX,U11,80.000,150.000,300.000,85.900,,,Sí,90.900
2454018ROADU11,245/40ZR18,ROADX,U11,90.000,,350.000,89.900,,,Sí,95.900
2454018ROADMUHP08,245/40ZR18,ROADMARCH,UHP 08,,,299.600,74.900,4,LIQUIDACIÓN,Sí,
2454019ROADU11,245/40ZR19,ROADX,U11,90.000,,350.000,96.900,,,Sí,102.900
,245/40ZRF19,ROADMARCH,LZEAL 56 RUNFLAT,135.000,,520.000,134.900,,,Sí,
2454019RYDAROAD,245/40ZRF19,ROADX,U11 RUNFLAT,140.000,,540.000,149.900,,,Sí,158.900
2454018ROADRFT,245/40R18,ROADX,U11 RUNFLAT,125.000,,480.000,130.900,,,Sí,139.900
2454020ROADRFT,245/40RZRF20,ROADX,U11 RUNFLAT,180.000,350.000,680.000,179.900,,,Sí,189.900
2454518ROADU11,245/45ZR18,ROADX,U11,95.000,185.000,360.000,99.900,,,Sí,106.900
2454518ROADMUHP08,245/45ZR18,ROADMARCH,UHP 08,85.000,,330.000,79.900,,,Sí,
2454518ROADU11RFT,245/45ZRF18,ROADX,U11 RUNFLAT,140.000,270.000,520.000,139.900,,,Sí,147.900
2454519ROADU11,245/45ZR19,ROADX,U11,90.000,,350.000,99.900,,,Sí,106.900
2454520HKV12,245/45ZR20,HANKOOK,VENTUS V12 EVO 2,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2454520RYDAR06,245/45ZR20,RYDANZ,RUNFLAT,190.000,,750.000,179.900,,,Sí,
2455018PRPZERO,245/50ZR18,PIRELLI,PZERO,,,499.600,124.900,4,LIQUIDACIÓN,Sí,
2455018ROADRFT,245/50ZRF18,ROADX,U11 RUNFLAT,175.000,,670.000,174.900,,,Sí,184.900
,245/50R20,SONIX,LZEAL 56,100.000,,380.000,99.900,,,Sí,
2455020ROADT02,245/50R20,ROADX,HT02,110.000,,420.000,109.900,,,Sí,116.900
2456517HKHP2,245/65R17,HANKOOK,HP2,,,399.600,99.900,4,LIQUIDACIÓN,Sí,
,245/65R17,DUNLOP,AT20,160.000,,600.000,169.900,,,Sí,
2456517ROADT01,245/65R17,ROADX,HT01,90.000,,350.000,104.900,,,Sí,112.900
2456517ROADT21,245/65R17,ROADX,AT21,105.000,,400.000,109.900,,,Sí,116.900
2456517TOYO,245/65R17,TOYO,AP28,,199.800,,99.900,2,LIQUIDACIÓN,Sí,
2457016MR,245/70R16,MIRAGE,AT172,90.000,,350.000,89.900,,,Sí,
2457016SUMAAIN,245/70R16,SUMAXX,AT,105.000,,400.000,99.900,4,LIQUIDACIÓN,Sí,124.900
2457016ROADT21,245/70R16,ROADX,AT21,100.000,,380.000,104.900,,,Sí,112.900
,245/70R16,DUNLOP,AT20,,,439.600,109.900,4,LIQUIDACIÓN,Sí,
2457017CHAOHT,245/70R17,CHAOYANG,SU318,80.000,,280.000,89.900,,,Sí,
,245/75R16,ROADMARCH,MT,130.000,,500.000,119.900,,,Sí,
2457516MR,245/75R16,MIRAGE,AT172,90.000,,340.000,84.900,,,Sí,
2457516ROADT21,245/75R16,ROADX,AT21,100.000,,,104.900,,,Sí,111.900
2457517ROADMAT2,245/75R17,ROADMARCH,AT2,150.000,,570.000,139.900,,,Sí,
,255/35ZRF18,ROADMARCH,LZEAL 56 RUNFLAT,,240.000,,124.900,,,Sí,
,255/40R18,ROADMARCH,UHP 08,110.000,,400.000,104.900,,,Sí,
,255/45R18,SONIX,UHP 08,120.000,230.000,440.000,114.900,,,Sí,
2555019ROADT02,255/50R19,ROADX,HT02,110.000,,400.000,121.900,,,Sí,128.900
2555019ROADRFT,255/50ZRF19,ROADX,U11 RUNFLAT,170.000,,650.000,169.900,,,Sí,178.900
2555020KMHP71,255/50R20,KUMHO,HP71,,,679.600,169.900,4,LIQUIDACIÓN,Sí,
2555020ROADU01,255/50R20,ROADX,SU01,125.000,,480.000,124.900,,,Sí,132.900
2555020ROADMUHP07,255/50R20,ROADMARCH,UHP 07,115.000,,450.000,104.900,,,Sí,
2555519ROADU01,255/55R19,ROADX,SU01,100.000,,380.000,104.900,,,Sí,110.900
2556018ROADU01,255/60R18,ROADX,SU01,100.000,,380.000,108.900,,,Sí,114.900
,255/60R18,NEXEN,NPRIZ RH7,180.000,,700.000,189.900,,,Sí,
2556018ROADMAT2,255/60R18,ROADMARCH,AT2,120.000,,440.000,109.900,,,Sí,
2557016ROADT02,255/70R16,ROADX,AT02,90.000,,350.000,98.900,,,Sí,109.900
2557016SUMAAIN,255/70R16,SUMAXX,AT,110.000,,430.000,119.900,,,Sí,127.900
2557016UESTAT21,255/70R16,ROADX,AT21,100.000,,390.000,104.900,,,Sí,110.900
,255/70R16,NEXEN,AT PRO,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
,255/70R16,BRIDGESTONE,AT,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2557017BRAT,255/70R17,BRIDGESTONE,AT,160.000,,600.000,159.900,,,Sí,
,265/35R18,ROADMARCH,UHP 08,100.000,,370.000,99.900,,,Sí,
2654521ROADU01,265/45R21,ROADX,SU01,145.000,,550.000,149.900,,,Sí,162.900
2655020PRSTR,265/50R20,PIRELLI,STR,,,899.600,224.900,4,LIQUIDACIÓN,Sí,
2656018AT25H,265/60R18,DUNLOP,AT25,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2656018DUNLT20,265/60R18,DUNLOP,AT20,,,599.600,149.900,4,LIQUIDACIÓN,Sí,
2656018SUMAAIN,265/60R18,SUMAXX,AT,120.000,,450.000,124.900,,,Sí,134.900
,265/60R18,WINDFORCE,AT2,120.000,,450.000,119.900,,,Sí,
,265/60R18,MICHELIN,LTX FORCE,200.000,,750.000,199.900,,,Sí,
2656018SUMAMAXRA,265/60R18,SUMAXX,RT,,,499.600,124.900,4,LIQUIDACIÓN,Sí,166.900
2656517COMFCF11,265/65R17,COMFORSER,CF1100,130.000,,500.000,139.900,,,Sí,159.900
2656517ROADT21,265/65R17,ROADX,AT21,110.000,,420.000,114.900,,,Sí,121.900
2656517SUMAAIN,265/65R17,SUMAXX,AT,120.000,,470.000,129.900,,,Sí,141.900
,265/65R17,WINDFORCE,AT2,120.000,,450.000,119.900,,,Sí,
,265/65R17,NEXEN,AT PRO,160.000,,600.000,159.900,,,Sí,
2656518SUMAALLTE,265/65R18,SUMAXX,AT,130.000,255.000,500.000,137.900,,,Sí,149.900
,265/65R18,WINDFORCE,AT2,130.000,,500.000,129.900,,,Sí,
2657016BR684,265/70R16,BRIDGESTONE,HT684,120.000,230.000,400.000,119.900,,,Sí,
2657016SUMAAIN,265/70R16,SUMAXX,AT,115.000,,450.000,129.900,,,Sí,134.900
2657016ROADT21R,265/70R16,ROADX,AT21,100.000,,390.000,114.900,,,Sí,124.900
,265/70R16,WINDFORCE,AT2,120.000,,460.000,124.900,,,Sí,
2657017COMFCF11,265/70R17,COMFORSER,CF1100,140.000,,540.000,139.900,,,Sí,169.900
,265/70R17,WINDFORCE,AT2,135.000,,520.000,129.900,,,Sí,
,265/70R17,ROADMARCH,AT2,110.000,,430.000,119.900,,,Sí,
,265/70R17,ROADX,AT21,110.000,,430.000,129.900,,,Sí,140.900
2657017SUMAAIN,265/70R17,SUMAXX,AT,130.000,,500.000,139.900,,,Sí,157.900
2657516SUMAAIN,265/75R16,SUMAXX,AT,125.000,,480.000,134.900,,,Sí,149.900
,265/75R16,WINDFORCE,AT2,130.000,,500.000,134.900,,,Sí,
,275/35R18,SONIX,UHP 08,110.000,,400.000,109.900,,,Sí,
2754020ROADU11,275/40R20,ROADX,U11,120.000,,460.000,137.900,,,Sí,146.900
2754520ROADU11,275/45R20,ROADX,U11,130.000,,500.000,148.900,,,Sí,160.900
,275/45R21,SONIX,UHP 08,180.000,,700.000,179.900,,,Sí,
2755520SUMAAIN,275/55R20,SUMAXX,AT,,,559.600,139.900,4,LIQUIDACIÓN,Sí,175.900
2755520UESTAT21R,275/55R20,ROADX,AT21,150.000,,,154.900,,,Sí,165.900
2756020COMFCF11,275/60R20,COMFORSER,CF1100,,,759.600,189.900,4,LIQUIDACIÓN,Sí,239.900
2757017SUMAAIN,275/70R17,SUMAXX,AT,,,559.600,139.900,4,LIQUIDACIÓN,Sí,182.900
2785014STMT,27/850R14,SUNSET,MT,,140.000,,74.900,,,Sí,
,27/850R14,SUNSET,AT,85.000,,330.000,84.900,,,Sí,
2856518SUMAAL121,285/65R18,SUMAXX,AT,,,559.600,139.900,4,LIQUIDACIÓN,Sí,159.900
2954020SAFYM06M,295/40R20,MINNEL,,140.000,,,139.900,,,Sí,
,295/40R21,SONIX,UHP 08,180.000,350.000,,179.900,,,Sí,
,295/40R22,SONIX,LZEAL 56,220.000,,800.000,219.900,,,Sí,
,305/40R20,SONIX,LZEAL 56,200.000,,750.000,199.900,,,Sí,
,305/70R17,LING LONG,CROSSWIND MT,,,680.000,174.900,,,Sí,
31105015SUMAAWLT,31/10.50R15,SUMAXX,AT,115.000,225.000,440.000,114.900,,,Sí,145.900
,31/1050R15,ROADMARCH,AT2,110.000,,400.000,109.900,,,Sí,
3153520ROADU11,315/35ZR20,ROADX,U11,140.000,,,149.900,,,Sí,159.900
,315/40R21,SONIX,LZEAL 56,200.000,380.000,,199.900,,,Sí,
50012DIAMDM346,500R12,DIAMAX,AT,38.000,,150.000,35.900,,,Sí,
55012BCTBL808,550R12,BCT,AT,50.000,,190.000,49.900,,,Sí,
55013LONGZT80,550R13C,LONGWAY,ZT801,55.000,,215.000,49.900,,,Sí,
,600R13,CHAOYANG,CL 855,68.000,,260.000,64.900,,,No,
65016LONG,650R16,LONGWAY,DZT201 DIRECCIONAL,80.000,,310.000,79.900,,,No,
70016LUIS,700R16,LUISTONE,DK208,95.000,,,94.900,,,No,
75016BLACBA81,750R16,BLACKARROW,CUBRE Y CAMARA,120.000,,,119.900,,,No,
