SKU;MEDIDA;MARCA;MODELO;UNIDAD;X2;X4;WEB;Columna1;PROMO;INSTALACION;Columna 1
;225/55R17;ROADMARCH;LZEAL 56 RUNFLAT;120.000;;450.000;119.900;;;Sí;
;225/55R18;COMFORSER;CF1100;;;400.000;99.900;;;Sí;89.900
;225/55R18;SONIX;UHP 08;85000;;320.000;84.900;;;Sí;139.900
;225/55R18;ROADX;SU01;90.000;;350.000;99.900;;;Sí;
;225/55R19;ROADMARCH;LZEAL 56;95.000;;360.000;94.900;;;Sí;105.900
;225/55R19;NEXEN;ROADIAN GTX;160.000;;580.000;144.900;;;Sí;
;225/55R19;ROADX;SU01;115.000;;450.000;119.900;;;Sí;130.900
;225/60R17;SONIX;HT 79;80.000;;300.000;69.900;;;Sí;
;225/60R17;GREENLANDER;MAGA AT2;90.000;;340.000;84.900;;;Sí;
;225/60R17;KUMHO;HP71;120000;;440.000;109.900;;;Sí;
;225/60R17;NEXEN;NPRIZ AH8;130.000;;500.000;119.900;;;Sí;
;225/60R17;ROADX;HT 02;85.000;165.000;320.000;79.900;;;Sí;87.900
;225/60R18;ROADX;HT02;90000;;340.000;94.900;;;Sí;
;225/65R16 ;BEARWAY;BW380;75.000;;290.000;79.900;;;Sí;99.900
;225/65R16C;APTANY;RL106;75.000;;280.000;69.900;;;Sí;
;225/65R17;APTANY;RU101;75000;;290.000;74.900;;;Sí;
;225/65R17;SONIX;HT 79;80.000;;300.000;;;;Sí;
;225/65R17;GOODYEAR;;;;450.000;129.900;;;Sí;
;225/65R17;DUNLOP ;AT5 ;170000;;600.000;149.900;;;Sí;
;225/65R17;NEXEN;NPRIZ AH5;130000;;500.000;119.900;;;Sí;
;225/65R17;ROADX;HT01;85.000;;330.000;84.900;;;Sí;89.900
;225/65R17;NEXEN;ROADIAN GTX;110.000;;400.000;99.900;;;Sí;99.900
;225/65R17;ROADX;AT21;85.000;;330.000;94.900;;;Sí;108.900
;225/65R17;SUMAXX;AT;95.000;185000;360.000;99.900;;;Sí;
;225/70R15C;ROADMARCH;PRIMEVAN 9;90.000;;350.000;89.900;;;Sí;
;225/70R16;ROADMARCH;AT2;85.000;;330.000;89.900;;;Sí;
;225/70R16;KUSTONE;F11;75.000;;290.000;74.900;;;Sí;
;225/70R17C;DUNLOP ;AT20;;;300.000;99.900;;;Sí;
;225/70R17C;KUMHO;AT52;;;450.000;124.900;;;Sí;
;225/75R15;XBRI;HT2;;;300.000;79.900;;;Sí;
;225/75R15;ZEXTOUR;AT;;;350.000;89.900;;;Sí;
;225/75R16;DOUBLE KING;AT;95000;;360.000;94.900;;;Sí;
;225/75R16;ROADX;AT21;105.000;;400.000;112.900;;;Sí;
;225/75R16;SONIX;AT1 LT;100000;;380.000;99.900;;;Sí;
;235/35R19;ROADMARCH;UHP 08;90.000;;340.000;79.900;;;Sí;119.900
;235/35R19;ROADX;U11;95.000;185000;350.000;99.900;;;Sí;
;235/35R19;DUNLOP ;MAXX TT;200.000;390.000;770.000;189.900;;;Sí;108.900
;235/35R19;NEXEN;NFERA SU1;170000;;600.000;149.900;;;Sí;
;235/35R20;SONIX;LZEAL 56;90.000;;350.000;89.900;;;Sí;
;235/40R18;ROADMARCH;UHP 08;70000;;260.000;69.900;;;Sí;
;235/40ZR18;ROADX;U11;75.000;140.000;270.000;74.900;;;Sí;80.900
;235/40R18;NEXEN;NPRIZ AH8;135.000;;520.000;129.900;;;Sí;
;235/45R17;ROADMARCH;UHP 08;75.000;;280.000;74.900;;;Sí;94.900
;235/45R17;ROADX; ;80.000;150000;300.000;89.900;;;Sí;
;235/45R17;WANLI;SPORT RACING;65000;;240.000;64.900;;;Sí;
;235/45R18;ROADX;U11;80.000;;300.000;94.900;;;Sí;109.900
;235/50R18;ROADX;SU01;100.000;195.000;380.000;99.900;;;;
;235/50R18;ROADMARCH;UHP 08;90.000;;350.000;79.900;;;Sí;105.900
;235/50R19;ROADMARCH;UHP 08;105.000;;400.000;104.900;;;Sí;
;235/50R19;ROADX;SU02;120.000;;450.000;119.900;;;Sí;
;235/55R17;ROADX;SU01;80.000;;310.000;84.900;;;Sí;130.900
;235/55R18;SONIX;UHP 08;85.000;;320.000;84.900;;;Sí;90.900
;235/55R18;ROADX;HT02;100.000;;380.000;99.900;;;Sí;110.900
;235/55R19;HANKOOK;HP2;;;600.000;149.900;;;;
;235/55R19;ROADX;HT02;110000;;420.000;109.900;;;Sí;
;235/55R19;ROADMARCH;UHP 08;90.000;;340.000;84.900;;;Sí;120.900
;235/55R20;GOODYEAR;ASSURANCE MAX LIFE;;;700.000;149.900;;;Sí;
;235/55R20;NEXEN;NFERA RU5;;;680.000;169.900;;;Sí;
;235/55R20;ROADX;HT02;130000;;500.000;144.900;;;Sí;
;235/60R16;COMFORSER;CF1000;120.000;;450.000;119.900;;;Sí;164.900
;235/60R16;ROADX;H12;65.000;;250.000;74.900;;;Sí;138.900
;235/60R17;APTANY;RU25;80.000;;300.000;74.900;;;Sí;80.900
;235/60R17;SONIX;HT 79;80.000;;;79.900;;;;
;235/60R17;ROADX;HT 02;100.000;;380000;99.900;;;Sí;
;235/60R18;ROADX;HT01;90.000;;340.000;99.900;;;Sí;106.900
;235/60R18;ROADMARCH;PRIMEMARCH HT 77;90.000;;340.000;84.900;;;Sí;105.900
;235/65R16C;COMFORSER;CF350;100.000;;380.000;99.900;;;Sí;
;235/65R16C;ROADMARCH;PRIMEVAN 9;90.000;;340.000;89.900;;;Sí;110.900
;235/65R16 ;ROADMARCH;PRIMESTAR 66;80000;;300.000;74.900;;;Sí;
;235/65R17;NEXEN;ROADIAN GTX;145000;;550.000;139.900;;;Sí;
;235/65R17;KUMHO;KL33;145.000;;550.000;139.900;;;Sí;99.900
;235/65R17;ROADX;HT01;90.000;;350000;94900;;;Sí;
;235/65R17;SONIX;HT 79;80.000;;300.000;79.900;;;Sí;114.900
;235/65R17;SONIX;AT1;95.000;;350.000;89.900;;;Sí;109.900
;235/65R17;ROADX;AT21;110000;;400.000;99.900;;;Sí;
;235/65R18;ROADX;HT01;100.000;;390.000;99.900;;;Sí;108.900
;235/70R16;HANKOOK;AT2;;;400.000;99.900;;;Sí;99.900
;235/70R16;SONIX;RT;110.000;;400000;99.900;;;Sí;
;235/70R16;ROADX;HT01;95000;;360.000;94.900;;;Sí;116.900
;235/70R16;ROADMARCH;HT 79;80000;;;79.900;;;Sí;98.900
;235/70R16;SUMAXX;AT;100.000;;390.000;97.900;;;Sí;
;235/70R17;NEXEN;HTX;180000;;680.000;174.900;;;Sí;
;235/75R15;SUMAXX;AT;90000;;330.000;84.900;;;Sí;
;235/75R15;WINDFORCE;AT2;115.000;;450.000;114.900;;;Sí;112.900
;235/75R15;XBRI;HT;;;300000;74.900;;;Sí;
;235/75R15;XBRI;MT2;;;420000;119.900;;;Sí;159.900
;235/75R15;SONIX;AT1;85.000;;320.000;84.900;;;Sí;112.900
;235/75R15;SONIX;AT2  ;110.000;;400.000;94.900;;;Sí;90.900
;245/35R18;ROADX;U11;100.000;195000;380.000;99.900;;;Sí;95.900
;245/35R18;NEXEN;NFERA SU1;;300000;;149.900;;;Sí;
;245/35ZRF18;ROADX;U11 RUNFLAT;150.000;280000;540.000;139.900;;;Sí;102.900
;245/35R19;ROADX;U11;100.000;;380.000;105.900;;;Sí;
;245/40R17;ROADX;U11;85.000;180000;300.000;84.900;;;Sí;158.900
;245/40ZR18;ROADX;U11;90.000;;350.000;89.900;;;Sí;139.900
;245/40ZR18;ROADMARCH;UHP 08;80.000;;300.000;74.900;;;Sí;189.900
;245/40ZR19;ROADX;U11;95.000;;360.000;94.900;;;Sí;106.900
;245/40ZR19;ROADMARCH;UHP 08;90.000;;350.000;89.900;;;Sí;
;245/40ZRF19;ROADMARCH;LZEAL 56 RUNFLAT;135.000;;520.000;134.900;;;Sí;147.900
;245/40ZRF19;ROADX;U11 RUNFLAT;140.000;;540.000;149.900;;;Sí;106.900
;245/40R18;ROADX;U11 RUNFLAT;135000;;500.000;129.900;;;Sí;
;245/40RZRF20;ROADX;U11 RUNFLAT;180.000;350000;680.000;179.900;;;Sí;
;245/45ZR18;ROADX;U11;95000;185000;360.000;99.900;;;Sí;
;245/45ZR18;ROADMARCH;UHP 08;85.000;;330.000;79.900;;;Sí;184.900
;245/45ZRF18;ROADX;U11 RUNFLAT;140.000;270000;520.000;139.900;;;Sí;
;245/45ZR19;ROADX;U11;90.000;;350.000;99.900;;;Sí;116.900
;245/45ZR20;HANKOOK;VENTUS V12 EVO 2;;;600.000;124.900;;;Sí;
;245/45ZR20;RYDANZ;RUNFLAT;190.000;;750.000;179.900;;;Sí;
;245/45ZR20;ROADMARCH;LZEAL 56;95.000;;350.000;89.900;;;Sí;112.900
;245/50ZR18;PIRELLI;PZERO;;;500.000;124.900;;;Sí;116.900
;245/50ZRF18;ROADX;U11 RUNFLAT;170000;;650000;159.900;;;Sí;
;245/50R20;SONIX;LZEAL 56;100.000;;380.000;99.900;;;Sí;
;245/50R20;ROADX;HT02;110.000;;430.000;109.900;;;Sí;124.900
;245/60R18;ROADMARCH;HT 79;100.000;;380.000;99.900;;;Sí;112.900
;245/65R17;DUNLOP ;AT20;160000;;600.000;149.900;;;Sí;
;245/65R17;ROADX;HT01;90.000;;350.000;104.900;;;Sí;
;245/65R17;ROADX;AT21;105.000;;400.000;109.900;;;Sí;
;245/65R17;TOYO;AP28;;200000;;;;;Sí;
;245/70R16;SONIX;AT1;90.000;;350000;89.900;;;Sí;111.900
;245/70R16;ROADMARCH;AT2;120.000;;450.000;114.900;;;Sí;
;245/70R16;SUMAXX;AT;105000;;400000;109.900;;;Sí;
;245/70R16;ROADX;AT21;100.000;;390.000;104.900;;;Sí;
;245/70R16;ROADMARCH;MT2;130.000;;480.000;124.900;;;Sí;
;245/70R16;HANKOOK;HP2;;;350.000;89.900;;;Sí;128.900
;245/70R16;DUNLOP ;AT20;120.000;;450.000;109.900;;;Sí;178.900
;245/70R17;CHAOYANG;SU318;80000;;280.000;89.900;;;Sí;
;245/70R17;CHAOYANG;AT;110.000;;400.000;99.900;;;Sí;132.900
;245/75R15;SONIX;AT2;110.000;;400.000;109.900;;;Sí;
;245/75R16;ROADMARCH;MT;130.000;;500.000;119.900;;;Sí;110.900
;245/75R16;ONYX;AT;90.000;;340.000;84.900;;;Sí;114.900
;245/75R16;SONIX;AT2;95.000;;360.000;94.900;;;Sí;
;245/75R16;ROADX;AT21;100.000;;390.000;104.900;;;Sí;
;245/75R16;SONIX;RT;130.000;;480.000;129.900;;;Sí;109.900
;245/75R17;ROADMARCH;AT2  ;150.000;;570.000;139.900;;;Sí;127.900
;255/35ZRF19;ROADMARCH;LZEAL 56 RUNFLAT;130.000;;480.000;119.900;;;Sí;110.900
;255/40R18;ROADMARCH;UHP 08;110000;;400.000;104.900;;;Sí;
;255/45R18;SONIX;UHP 08;120000;230000;440.000;114.900;;;Sí;
;255/50R19;ROADX;HT02;110.000;;400.000;121.900;;;Sí;
;255/50ZRF19;ROADX;U11 RUNFLAT;170.000;;650.000;169.900;;;Sí;
;255/50R20;KUMHO;HP71;;;680.000;169.900;;;Sí;162.900
;255/50R20;ROADX;SU01;125000;;480.000;124.900;;;Sí;
;255/50R20;ROADMARCH;UHP 07;115000;;450.000;104.900;;;Sí;
;255/55R19;ROADX;SU01;100000;;380.000;104.900;;;Sí;
;255/60R18;ROADX;SU01;100.000;;380.000;108.900;;;Sí;134.900
;255/60R18;ROADMARCH;PRIMEMARCH HT 77;100.000;;360.000;89.900;;;Sí;
;255/60R18;NEXEN;NPRIZ RH7;180.000;;700.000;169.900;;;Sí;
;255/60R18;ROADMARCH;AT2;120000;;440.000;109.900;;;Sí;166.900
;255/65R17;MAXXIS;HT770;130.000;;480.000;129.900;;;Sí;159.900
;255/70R15;SONIX;AT2;100.000;;370.000;94.900;;;Sí;121.900
;255/70R16;SUMAXX;AT;110.000;;430.000;114.900;;;Sí;141.900
;255/70R16;SONIX;AT2;90.000;;350.000;89.900;;;Sí;
;255/70R16;ROADX;AT21;100.000;;390.000;99.900;;;Sí;
;255/70R16;ROADMARCH;PRIMEMARCH HT 77;95.000;;340.000;84.900;;;Sí;149.900
;255/70R16;SONIX;RT;120.000;;460.000;119.900;;;Sí;
;255/70R16;NEXEN;AT PRO;160.000;;600.000;149.900;;;Sí;
;255/70R16;BRIDGESTONE;AT;160.000;;600.000;149.900;;;Sí;134.900
;255/70R17;BRIDGESTONE;AT;160.000;;600.000;159.900;;;Sí;124.900
;265/35R18;ROADMARCH;UHP 08;95.000;;370.000;94.900;;;Sí;
;265/45R21;ROADX;SU01;145.000;;550.000;149.900;;;Sí;169.900
;265/50R20;PIRELLI;STR;;400000;;199.900;;;Sí;
;265/60R18;SUMAXX;AT;120.000;;450.000;124.900;;;Sí;
;265/60R18;WINDFORCE;AT2;120.000;;450.000;119.900;;;Sí;140.900
;265/60R18;SUMAXX;RT;;;500.000;124.900;;;Sí;157.900
;265/60R18;SONIX;RT;130.000;;500.000;129.900;;;Sí;149.900
;265/65R17;COMFORSER;CF1100;130.000;;500.000;129.900;;;Sí;
;265/65R17;ROADX;AT21;110.000;;420.000;109.900;;;Sí;
;265/65R17;SUMAXX;AT;120.000;;470.000;119.900;;;Sí;146.900
;265/65R17;WINDFORCE;AT2;120.000;;450.000;119.900;;;Sí;160.900
;265/65R17;SONIX;RT;130.000;;500.000;129.900;;;Sí;
;265/65R17;NEXEN;AT PRO;160000;;600.000;159.900;;;Sí;175.900
;265/65R17;PIRELLI;ATR;160.000;;600000;159.900;;;Sí;165.900
;265/65R18;SUMAXX;AT;130000;255000;500.000;137.900;;;Sí;239.900
;265/65R18;WINDFORCE;AT2;130000;;500.000;129.900;;;Sí;182.900
;265/70R16;BRIDGESTONE;HT684;120000;230.000;400000;119.900;;;Sí;
;265/70R16;SUMAXX;AT;115.000;;450.000;129.900;;;Sí;
;265/70R16;ROADX;AT21;100000;;390.000;114.900;;;Sí;159.900
;265/70R16;WINDFORCE;AT2;120.000;;460000;124.900;;;Sí;
;265/70R16;SONIX;RT;135.000;;500000;129.900;;;Sí;
;265/70R17;COMFORSER;CF1100;140.000;;540.000;139.900;;;Sí;
;265/70R17;WINDFORCE;AT2;135.000;;520.000;129.900;;;Sí;
;265/70R17;ROADMARCH;AT2;110000;;430.000;119.900;;;Sí;
;265/70R17;SONIX;RT;140.000;;520.000;139.900;;;Sí;145.900
;265/70R17;SUMAXX;AT;130.000;;500.000;139.900;;;Sí;
;265/70R17;ROADMARCH;MT2;150.000;;570000;149.900;;;Sí;159.900
;265/75R16;SUMAXX;AT;125.000;;480000;129.900;;;Sí;
;265/75R16;SONIX;RT;150.000;;550.000;139.900;;;Sí;
;265/75R16;WINDFORCE;AT2;130.000;;500.000;134.900;;;Sí;
;265/75R16;MIRAGE;AT;100.000;;370.000;99.900;;;Sí;
;275/35R18;SONIX;UHP 08;110.000;;400.000;99.900;;;No;
;275/40R20;ROADX;U11;120.000;;460.000;137.900;;;No;
;275/45R20;ROADX;U11;130.000;;500000;148.900;;;No;
;275/45R21;SONIX;UHP 08;180.000;;700000;179.900;;;No;
;275/55R20;SUMAXX;AT;;;550000;149900;;;;
;275/55R20;ROADX;AT21;150000;;550000;144900;;;;
;275/60R20;COMFORSER;CF1100;;;750000;189900;;;;
;275/60R20;ROADX;HT02;125000;;470000;119900;;;;
;275/60R20;SONIX;RT;200000;;750000;199900;;;;
;275/65R17;ROADMARCH;AT2;135000;;500000;124900;;;;
;275/65R18;SUMAXX;AT;180000;;680000;174900;;;;
;275/65R18;SONIX;RT;170000;;650000;159900;;;;
;275/70R17;SUMAXX;AT;;;550000;139900;;;;
;27/850R14;SUNSET;MT;;140000;;74900;;;;
;27/850R14;SUNSET;AT;85000;;330000;84900;;;;
;285/65R18;SUMAXX;AT;;;550000;139900;;;;
;285/70R17;SUMAXX;AT;180000;;680000;169900;;;;
;285/70R17;SONIX;RT;170000;;650000;159900;;;;
;285/75R16;SONIX;RT;170000;;650000;159900;;;;
;295/40R20;MINNEL;;140000;;;139900;;;;
;295/40R21;SONIX;UHP 08;180000;350000;;179900;;;;
;295/40R22;SONIX;LZEAL 56;220000;;800000;219900;;;;
;295/50R15;SUMITOMO;HTR 2000;200000;;700000;174900;;;;
;305/40R20;SONIX;LZEAL 56;200000;;750000;199900;;;;
;305/70R17;LING LONG;CROSSWIND MT;;;680000;174900;;;;
;31/10.50R15;SUMAXX;AT;115000;225000;440000;114900;;;;
;31/10.50R15;ROADMARCH;AT2;110000;;400000;109900;;;;
;31/10.50R15;SONIX;RT;130000;;480000;124900;;;;
;31/10.50R15;XBRI;HT;85000;;320000;84900;;;;
;315/35ZR20;ROADX;U11;140000;;;149900;;;;
;33/12.50R20;SONIX;RT;200000;;750000;189900;;;;
;33/12.50R22;SONIX;RT;220000;;800000;199900;;;;
;35/12.50R22;SONIX;RT;250000;;920000;229900;;;;
;500R12;DIAMAX;AT;38000;;150000;35900;;;;
;550R12;BCT;AT;50000;;190000;49900;;;;
;550R13C;LONGWAY;ZT801;55000;;215000;49900;;;;
;600R13;CHAOYANG;CL 855;68000;;260000;64900;;;;
;650R16;LONGWAY;DZT201 DIRECCIONAL;80000;;310000;79900;;;;
;700R16;LUISTONE;DK208;95000;;;94900;;;;
;750R16;BLACKARROW;CUBRE Y CAMARA;120000;;;119900;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
